id_player,goals,inside_area,outside_area,right_foot,left_foot,head,other,penalties_scored
250116904,1,1,0,1,0,0,0,0
250112224,1,1,0,1,0,0,0,0
250108215,1,1,0,1,0,0,0,0
250105167,1,1,0,1,0,0,0,0
250104066,1,1,0,1,0,0,0,0
250102308,1,1,0,1,0,0,0,0
250091290,1,1,0,1,0,0,0,0
250086789,1,1,0,1,0,0,0,0
250081207,1,1,0,1,0,0,0,0
250076574,1,1,0,1,0,0,0,0
250064446,1,1,0,1,0,0,0,0
250064274,1,1,0,1,0,0,0,0
250055663,1,1,0,1,0,0,0,0
250028715,1,1,0,1,0,0,0,0
250019498,1,1,0,1,0,0,0,0
250181460,1,1,0,1,0,0,0,0
250040521,1,1,0,1,0,0,0,0
250164780,1,1,0,1,0,0,0,0
250138985,1,1,0,1,0,0,0,0
250137525,1,1,0,1,0,0,0,0
250092194,1,1,0,1,0,0,0,0
1903428,1,1,0,1,0,0,0,0
1905153,1,1,0,0,1,0,0,1
250200231,1,1,0,0,1,0,0,0
250172673,1,1,0,0,1,0,0,0
250172672,1,1,0,0,1,0,0,0
250134320,1,1,0,0,1,0,0,0
250118281,1,1,0,0,1,0,0,0
250107324,1,1,0,0,1,0,0,0
250106969,1,1,0,0,1,0,0,0
250086315,1,1,0,0,1,0,0,0
250056159,1,1,0,0,1,0,0,0
250052469,1,1,0,0,1,0,0,0
250042422,1,1,0,0,1,0,0,0
250032786,1,1,0,0,1,0,0,0
250024456,1,1,0,0,1,0,0,0
250198119,1,1,0,0,1,0,0,0
250193541,1,1,0,0,1,0,0,0
250188225,1,1,0,0,1,0,0,0
250141861,1,1,0,0,1,0,0,0
250117405,1,1,0,0,1,0,0,0
250068805,1,1,0,0,1,0,0,0
250043066,1,1,0,0,1,0,0,0
250161142,1,1,0,0,1,0,0,0
250135615,1,1,0,0,1,0,0,0
250066156,1,1,0,0,1,0,0,0
250064482,1,1,0,0,1,0,0,0
50327420,1,1,0,0,0,1,0,0
250194673,1,1,0,0,0,1,0,0
250129446,1,1,0,0,0,1,0,0
250124430,1,1,0,0,0,1,0,0
250118964,1,1,0,0,0,1,0,0
250096849,1,1,0,0,0,1,0,0
250091828,1,1,0,0,0,1,0,0
250091013,1,1,0,0,0,1,0,0
250089289,1,1,0,0,0,1,0,0
250087938,1,1,0,0,0,1,0,0
250145629,1,1,0,0,0,1,0,0
250063505,1,1,0,0,0,1,0,0
250041771,1,1,0,0,0,1,0,0
250181712,1,1,0,0,0,1,0,0
250123978,1,1,0,0,0,1,0,0
250064233,1,1,0,0,0,1,0,0
250156459,1,1,0,0,0,0,1,0
98078,0,0,0,0,0,0,0,0
98023,0,0,0,0,0,0,0,0
97923,0,0,0,0,0,0,0,0
97746,0,0,0,0,0,0,0,0
74954,0,0,0,0,0,0,0,0
74699,0,0,0,0,0,0,0,0
250200313,0,0,0,0,0,0,0,0
250200308,0,0,0,0,0,0,0,0
250200298,0,0,0,0,0,0,0,0
250200228,0,0,0,0,0,0,0,0
250198501,0,0,0,0,0,0,0,0
250198240,0,0,0,0,0,0,0,0
250196709,0,0,0,0,0,0,0,0
250196543,0,0,0,0,0,0,0,0
250193518,0,0,0,0,0,0,0,0
250189363,0,0,0,0,0,0,0,0
250189047,0,0,0,0,0,0,0,0
250188511,0,0,0,0,0,0,0,0
250188474,0,0,0,0,0,0,0,0
250188247,0,0,0,0,0,0,0,0
250187759,0,0,0,0,0,0,0,0
250187672,0,0,0,0,0,0,0,0
250187221,0,0,0,0,0,0,0,0
250187184,0,0,0,0,0,0,0,0
250187143,0,0,0,0,0,0,0,0
250183519,0,0,0,0,0,0,0,0
250183092,0,0,0,0,0,0,0,0
250181680,0,0,0,0,0,0,0,0
250177886,0,0,0,0,0,0,0,0
250177497,0,0,0,0,0,0,0,0
250176453,0,0,0,0,0,0,0,0
250176201,0,0,0,0,0,0,0,0
250174822,0,0,0,0,0,0,0,0
250174126,0,0,0,0,0,0,0,0
250173502,0,0,0,0,0,0,0,0
250173126,0,0,0,0,0,0,0,0
250171278,0,0,0,0,0,0,0,0
250169764,0,0,0,0,0,0,0,0
250169730,0,0,0,0,0,0,0,0
250168990,0,0,0,0,0,0,0,0
250168465,0,0,0,0,0,0,0,0
250167977,0,0,0,0,0,0,0,0
250167111,0,0,0,0,0,0,0,0
250164991,0,0,0,0,0,0,0,0
250163786,0,0,0,0,0,0,0,0
250163623,0,0,0,0,0,0,0,0
250163454,0,0,0,0,0,0,0,0
250163400,0,0,0,0,0,0,0,0
250162865,0,0,0,0,0,0,0,0
250162325,0,0,0,0,0,0,0,0
250162177,0,0,0,0,0,0,0,0
250161248,0,0,0,0,0,0,0,0
250161141,0,0,0,0,0,0,0,0
250161140,0,0,0,0,0,0,0,0
250158901,0,0,0,0,0,0,0,0
250158476,0,0,0,0,0,0,0,0
250157930,0,0,0,0,0,0,0,0
250157134,0,0,0,0,0,0,0,0
250156457,0,0,0,0,0,0,0,0
250156235,0,0,0,0,0,0,0,0
250153945,0,0,0,0,0,0,0,0
250153349,0,0,0,0,0,0,0,0
250146926,0,0,0,0,0,0,0,0
250146610,0,0,0,0,0,0,0,0
250145845,0,0,0,0,0,0,0,0
250143693,0,0,0,0,0,0,0,0
250142271,0,0,0,0,0,0,0,0
250139207,0,0,0,0,0,0,0,0
250138928,0,0,0,0,0,0,0,0
250136465,0,0,0,0,0,0,0,0
250135672,0,0,0,0,0,0,0,0
250135068,0,0,0,0,0,0,0,0
250134856,0,0,0,0,0,0,0,0
250134536,0,0,0,0,0,0,0,0
250134304,0,0,0,0,0,0,0,0
250134138,0,0,0,0,0,0,0,0
250132831,0,0,0,0,0,0,0,0
250132730,0,0,0,0,0,0,0,0
250132407,0,0,0,0,0,0,0,0
250132401,0,0,0,0,0,0,0,0
250132399,0,0,0,0,0,0,0,0
250131901,0,0,0,0,0,0,0,0
250131541,0,0,0,0,0,0,0,0
250130786,0,0,0,0,0,0,0,0
250130234,0,0,0,0,0,0,0,0
250129965,0,0,0,0,0,0,0,0
250129746,0,0,0,0,0,0,0,0
250129175,0,0,0,0,0,0,0,0
250128409,0,0,0,0,0,0,0,0
250128385,0,0,0,0,0,0,0,0
250128377,0,0,0,0,0,0,0,0
250128255,0,0,0,0,0,0,0,0
250128120,0,0,0,0,0,0,0,0
250127540,0,0,0,0,0,0,0,0
250127492,0,0,0,0,0,0,0,0
250127439,0,0,0,0,0,0,0,0
250127284,0,0,0,0,0,0,0,0
250125538,0,0,0,0,0,0,0,0
250124006,0,0,0,0,0,0,0,0
250123910,0,0,0,0,0,0,0,0
250123695,0,0,0,0,0,0,0,0
250123304,0,0,0,0,0,0,0,0
250122983,0,0,0,0,0,0,0,0
250122213,0,0,0,0,0,0,0,0
250121965,0,0,0,0,0,0,0,0
250121584,0,0,0,0,0,0,0,0
250121218,0,0,0,0,0,0,0,0
250121149,0,0,0,0,0,0,0,0
250121132,0,0,0,0,0,0,0,0
250121017,0,0,0,0,0,0,0,0
250119677,0,0,0,0,0,0,0,0
250118391,0,0,0,0,0,0,0,0
250117806,0,0,0,0,0,0,0,0
250117705,0,0,0,0,0,0,0,0
250117406,0,0,0,0,0,0,0,0
250116951,0,0,0,0,0,0,0,0
250116734,0,0,0,0,0,0,0,0
250115436,0,0,0,0,0,0,0,0
250115192,0,0,0,0,0,0,0,0
250113993,0,0,0,0,0,0,0,0
250113444,0,0,0,0,0,0,0,0
250113276,0,0,0,0,0,0,0,0
250113103,0,0,0,0,0,0,0,0
250113001,0,0,0,0,0,0,0,0
250112978,0,0,0,0,0,0,0,0
250112974,0,0,0,0,0,0,0,0
250112969,0,0,0,0,0,0,0,0
250112803,0,0,0,0,0,0,0,0
250112690,0,0,0,0,0,0,0,0
250112400,0,0,0,0,0,0,0,0
250112217,0,0,0,0,0,0,0,0
250112186,0,0,0,0,0,0,0,0
250112122,0,0,0,0,0,0,0,0
250110734,0,0,0,0,0,0,0,0
250107477,0,0,0,0,0,0,0,0
250106709,0,0,0,0,0,0,0,0
250106649,0,0,0,0,0,0,0,0
250105818,0,0,0,0,0,0,0,0
250105612,0,0,0,0,0,0,0,0
250105244,0,0,0,0,0,0,0,0
250104075,0,0,0,0,0,0,0,0
250102868,0,0,0,0,0,0,0,0
250102866,0,0,0,0,0,0,0,0
250101727,0,0,0,0,0,0,0,0
250101557,0,0,0,0,0,0,0,0
250101444,0,0,0,0,0,0,0,0
250101284,0,0,0,0,0,0,0,0
250101097,0,0,0,0,0,0,0,0
250099671,0,0,0,0,0,0,0,0
250098471,0,0,0,0,0,0,0,0
250097638,0,0,0,0,0,0,0,0
250097337,0,0,0,0,0,0,0,0
250096954,0,0,0,0,0,0,0,0
250096716,0,0,0,0,0,0,0,0
250096309,0,0,0,0,0,0,0,0
250092668,0,0,0,0,0,0,0,0
250090766,0,0,0,0,0,0,0,0
250089228,0,0,0,0,0,0,0,0
250089209,0,0,0,0,0,0,0,0
250088150,0,0,0,0,0,0,0,0
250087118,0,0,0,0,0,0,0,0
250087102,0,0,0,0,0,0,0,0
250086316,0,0,0,0,0,0,0,0
250086037,0,0,0,0,0,0,0,0
250085751,0,0,0,0,0,0,0,0
250085475,0,0,0,0,0,0,0,0
250085369,0,0,0,0,0,0,0,0
250082469,0,0,0,0,0,0,0,0
250081921,0,0,0,0,0,0,0,0
250079545,0,0,0,0,0,0,0,0
250079383,0,0,0,0,0,0,0,0
250079279,0,0,0,0,0,0,0,0
250078012,0,0,0,0,0,0,0,0
250077679,0,0,0,0,0,0,0,0
250076631,0,0,0,0,0,0,0,0
250076357,0,0,0,0,0,0,0,0
250076126,0,0,0,0,0,0,0,0
250070417,0,0,0,0,0,0,0,0
250068808,0,0,0,0,0,0,0,0
250067630,0,0,0,0,0,0,0,0
250065419,0,0,0,0,0,0,0,0
250065301,0,0,0,0,0,0,0,0
250064444,0,0,0,0,0,0,0,0
250064252,0,0,0,0,0,0,0,0
250064232,0,0,0,0,0,0,0,0
250064064,0,0,0,0,0,0,0,0
250064027,0,0,0,0,0,0,0,0
250063980,0,0,0,0,0,0,0,0
250061721,0,0,0,0,0,0,0,0
250061027,0,0,0,0,0,0,0,0
250058258,0,0,0,0,0,0,0,0
250058227,0,0,0,0,0,0,0,0
250056566,0,0,0,0,0,0,0,0
250055660,0,0,0,0,0,0,0,0
250053044,0,0,0,0,0,0,0,0
250052554,0,0,0,0,0,0,0,0
250051754,0,0,0,0,0,0,0,0
250051291,0,0,0,0,0,0,0,0
250049573,0,0,0,0,0,0,0,0
250046522,0,0,0,0,0,0,0,0
250042780,0,0,0,0,0,0,0,0
250042631,0,0,0,0,0,0,0,0
250041770,0,0,0,0,0,0,0,0
250041626,0,0,0,0,0,0,0,0
250040573,0,0,0,0,0,0,0,0
250029535,0,0,0,0,0,0,0,0
250027780,0,0,0,0,0,0,0,0
250025791,0,0,0,0,0,0,0,0
250024370,0,0,0,0,0,0,0,0
250024349,0,0,0,0,0,0,0,0
250023097,0,0,0,0,0,0,0,0
250023009,0,0,0,0,0,0,0,0
250022869,0,0,0,0,0,0,0,0
250019616,0,0,0,0,0,0,0,0
250019573,0,0,0,0,0,0,0,0
250017040,0,0,0,0,0,0,0,0
250016616,0,0,0,0,0,0,0,0
250014709,0,0,0,0,0,0,0,0
250014042,0,0,0,0,0,0,0,0
250013022,0,0,0,0,0,0,0,0
250012069,0,0,0,0,0,0,0,0
250006714,0,0,0,0,0,0,0,0
250005343,0,0,0,0,0,0,0,0
250005231,0,0,0,0,0,0,0,0
250004721,0,0,0,0,0,0,0,0
250004363,0,0,0,0,0,0,0,0
250000679,0,0,0,0,0,0,0,0
1909917,0,0,0,0,0,0,0,0
104733,0,0,0,0,0,0,0,0
103335,0,0,0,0,0,0,0,0
102420,0,0,0,0,0,0,0,0
50327428,0,0,0,0,0,0,0,0
50327423,0,0,0,0,0,0,0,0
250198274,0,0,0,0,0,0,0,0
250196586,0,0,0,0,0,0,0,0
250193534,0,0,0,0,0,0,0,0
250193531,0,0,0,0,0,0,0,0
250193519,0,0,0,0,0,0,0,0
250192048,0,0,0,0,0,0,0,0
250191448,0,0,0,0,0,0,0,0
250189052,0,0,0,0,0,0,0,0
250188223,0,0,0,0,0,0,0,0
250187899,0,0,0,0,0,0,0,0
250187837,0,0,0,0,0,0,0,0
250187620,0,0,0,0,0,0,0,0
250177722,0,0,0,0,0,0,0,0
250174851,0,0,0,0,0,0,0,0
250174149,0,0,0,0,0,0,0,0
250172907,0,0,0,0,0,0,0,0
250171283,0,0,0,0,0,0,0,0
250171067,0,0,0,0,0,0,0,0
250169685,0,0,0,0,0,0,0,0
250166930,0,0,0,0,0,0,0,0
250166916,0,0,0,0,0,0,0,0
250166754,0,0,0,0,0,0,0,0
250164835,0,0,0,0,0,0,0,0
250164785,0,0,0,0,0,0,0,0
250163447,0,0,0,0,0,0,0,0
250163186,0,0,0,0,0,0,0,0
250161881,0,0,0,0,0,0,0,0
250160568,0,0,0,0,0,0,0,0
250156002,0,0,0,0,0,0,0,0
250155799,0,0,0,0,0,0,0,0
250154416,0,0,0,0,0,0,0,0
250153701,0,0,0,0,0,0,0,0
250153634,0,0,0,0,0,0,0,0
250148830,0,0,0,0,0,0,0,0
250144858,0,0,0,0,0,0,0,0
250143328,0,0,0,0,0,0,0,0
250142158,0,0,0,0,0,0,0,0
250141610,0,0,0,0,0,0,0,0
250139101,0,0,0,0,0,0,0,0
250139010,0,0,0,0,0,0,0,0
250138982,0,0,0,0,0,0,0,0
250138653,0,0,0,0,0,0,0,0
250138382,0,0,0,0,0,0,0,0
250136464,0,0,0,0,0,0,0,0
250135416,0,0,0,0,0,0,0,0
250135101,0,0,0,0,0,0,0,0
250133390,0,0,0,0,0,0,0,0
250132886,0,0,0,0,0,0,0,0
250132829,0,0,0,0,0,0,0,0
250132465,0,0,0,0,0,0,0,0
250132195,0,0,0,0,0,0,0,0
250129341,0,0,0,0,0,0,0,0
250128468,0,0,0,0,0,0,0,0
250128451,0,0,0,0,0,0,0,0
250128398,0,0,0,0,0,0,0,0
250128270,0,0,0,0,0,0,0,0
250128222,0,0,0,0,0,0,0,0
250127538,0,0,0,0,0,0,0,0
250127239,0,0,0,0,0,0,0,0
250126449,0,0,0,0,0,0,0,0
250124849,0,0,0,0,0,0,0,0
250124222,0,0,0,0,0,0,0,0
250124169,0,0,0,0,0,0,0,0
250124068,0,0,0,0,0,0,0,0
250121552,0,0,0,0,0,0,0,0
250121330,0,0,0,0,0,0,0,0
250117471,0,0,0,0,0,0,0,0
250117410,0,0,0,0,0,0,0,0
250115487,0,0,0,0,0,0,0,0
250115134,0,0,0,0,0,0,0,0
250114167,0,0,0,0,0,0,0,0
250113947,0,0,0,0,0,0,0,0
250113392,0,0,0,0,0,0,0,0
250113373,0,0,0,0,0,0,0,0
250113237,0,0,0,0,0,0,0,0
250113142,0,0,0,0,0,0,0,0
250112842,0,0,0,0,0,0,0,0
250106967,0,0,0,0,0,0,0,0
250106935,0,0,0,0,0,0,0,0
250106722,0,0,0,0,0,0,0,0
250105717,0,0,0,0,0,0,0,0
250104089,0,0,0,0,0,0,0,0
250103562,0,0,0,0,0,0,0,0
250103243,0,0,0,0,0,0,0,0
250102901,0,0,0,0,0,0,0,0
250101728,0,0,0,0,0,0,0,0
250101723,0,0,0,0,0,0,0,0
250101696,0,0,0,0,0,0,0,0
250101472,0,0,0,0,0,0,0,0
250101238,0,0,0,0,0,0,0,0
250101201,0,0,0,0,0,0,0,0
250101144,0,0,0,0,0,0,0,0
250099459,0,0,0,0,0,0,0,0
250092517,0,0,0,0,0,0,0,0
250091841,0,0,0,0,0,0,0,0
250091199,0,0,0,0,0,0,0,0
250091198,0,0,0,0,0,0,0,0
250091175,0,0,0,0,0,0,0,0
250091172,0,0,0,0,0,0,0,0
250090809,0,0,0,0,0,0,0,0
250089225,0,0,0,0,0,0,0,0
250088104,0,0,0,0,0,0,0,0
250086263,0,0,0,0,0,0,0,0
250083732,0,0,0,0,0,0,0,0
250081721,0,0,0,0,0,0,0,0
250081553,0,0,0,0,0,0,0,0
250080572,0,0,0,0,0,0,0,0
250080570,0,0,0,0,0,0,0,0
250079541,0,0,0,0,0,0,0,0
250078922,0,0,0,0,0,0,0,0
250078593,0,0,0,0,0,0,0,0
250077453,0,0,0,0,0,0,0,0
250074010,0,0,0,0,0,0,0,0
250071671,0,0,0,0,0,0,0,0
250069832,0,0,0,0,0,0,0,0
250068733,0,0,0,0,0,0,0,0
250067629,0,0,0,0,0,0,0,0
250067295,0,0,0,0,0,0,0,0
250066886,0,0,0,0,0,0,0,0
250066747,0,0,0,0,0,0,0,0
250066739,0,0,0,0,0,0,0,0
250066157,0,0,0,0,0,0,0,0
250066131,0,0,0,0,0,0,0,0
250065413,0,0,0,0,0,0,0,0
250064273,0,0,0,0,0,0,0,0
250061361,0,0,0,0,0,0,0,0
250059115,0,0,0,0,0,0,0,0
250058722,0,0,0,0,0,0,0,0
250058220,0,0,0,0,0,0,0,0
250055957,0,0,0,0,0,0,0,0
250055110,0,0,0,0,0,0,0,0
250055109,0,0,0,0,0,0,0,0
250054949,0,0,0,0,0,0,0,0
250029318,0,0,0,0,0,0,0,0
250020850,0,0,0,0,0,0,0,0
250015966,0,0,0,0,0,0,0,0
250010223,0,0,0,0,0,0,0,0
250003318,0,0,0,0,0,0,0,0
1907188,0,0,0,0,0,0,0,0
1906511,0,0,0,0,0,0,0,0
1902685,0,0,0,0,0,0,0,0
107044,0,0,0,0,0,0,0,0
250198114,0,0,0,0,0,0,0,0
250197801,0,0,0,0,0,0,0,0
250197264,0,0,0,0,0,0,0,0
250196665,0,0,0,0,0,0,0,0
250196664,0,0,0,0,0,0,0,0
250196663,0,0,0,0,0,0,0,0
250194564,0,0,0,0,0,0,0,0
250193506,0,0,0,0,0,0,0,0
250188246,0,0,0,0,0,0,0,0
250187671,0,0,0,0,0,0,0,0
250186923,0,0,0,0,0,0,0,0
250185976,0,0,0,0,0,0,0,0
250181428,0,0,0,0,0,0,0,0
250181082,0,0,0,0,0,0,0,0
250178782,0,0,0,0,0,0,0,0
250177423,0,0,0,0,0,0,0,0
250175393,0,0,0,0,0,0,0,0
250174849,0,0,0,0,0,0,0,0
250174830,0,0,0,0,0,0,0,0
250172340,0,0,0,0,0,0,0,0
250171045,0,0,0,0,0,0,0,0
250169763,0,0,0,0,0,0,0,0
250169265,0,0,0,0,0,0,0,0
250164781,0,0,0,0,0,0,0,0
250163777,0,0,0,0,0,0,0,0
250163731,0,0,0,0,0,0,0,0
250161761,0,0,0,0,0,0,0,0
250154302,0,0,0,0,0,0,0,0
250153851,0,0,0,0,0,0,0,0
250143669,0,0,0,0,0,0,0,0
250139255,0,0,0,0,0,0,0,0
250138250,0,0,0,0,0,0,0,0
250135607,0,0,0,0,0,0,0,0
250134728,0,0,0,0,0,0,0,0
250134190,0,0,0,0,0,0,0,0
250132810,0,0,0,0,0,0,0,0
250132322,0,0,0,0,0,0,0,0
250132309,0,0,0,0,0,0,0,0
250130771,0,0,0,0,0,0,0,0
250129735,0,0,0,0,0,0,0,0
250126267,0,0,0,0,0,0,0,0
250122746,0,0,0,0,0,0,0,0
250122187,0,0,0,0,0,0,0,0
250121972,0,0,0,0,0,0,0,0
250121536,0,0,0,0,0,0,0,0
250118912,0,0,0,0,0,0,0,0
250118797,0,0,0,0,0,0,0,0
250117511,0,0,0,0,0,0,0,0
250117415,0,0,0,0,0,0,0,0
250116067,0,0,0,0,0,0,0,0
250115948,0,0,0,0,0,0,0,0
250112117,0,0,0,0,0,0,0,0
250110361,0,0,0,0,0,0,0,0
250110159,0,0,0,0,0,0,0,0
250105686,0,0,0,0,0,0,0,0
250101313,0,0,0,0,0,0,0,0
250099867,0,0,0,0,0,0,0,0
250098468,0,0,0,0,0,0,0,0
250096737,0,0,0,0,0,0,0,0
250094540,0,0,0,0,0,0,0,0
250090955,0,0,0,0,0,0,0,0
250089824,0,0,0,0,0,0,0,0
250089719,0,0,0,0,0,0,0,0
250089626,0,0,0,0,0,0,0,0
250089276,0,0,0,0,0,0,0,0
250088320,0,0,0,0,0,0,0,0
250087967,0,0,0,0,0,0,0,0
250087877,0,0,0,0,0,0,0,0
250086709,0,0,0,0,0,0,0,0
250081720,0,0,0,0,0,0,0,0
250080471,0,0,0,0,0,0,0,0
250080461,0,0,0,0,0,0,0,0
250079670,0,0,0,0,0,0,0,0
250079112,0,0,0,0,0,0,0,0
250077750,0,0,0,0,0,0,0,0
250073809,0,0,0,0,0,0,0,0
250067749,0,0,0,0,0,0,0,0
250067334,0,0,0,0,0,0,0,0
250063957,0,0,0,0,0,0,0,0
250061589,0,0,0,0,0,0,0,0
250058270,0,0,0,0,0,0,0,0
250058218,0,0,0,0,0,0,0,0
250058215,0,0,0,0,0,0,0,0
250058044,0,0,0,0,0,0,0,0
250057117,0,0,0,0,0,0,0,0
250056982,0,0,0,0,0,0,0,0
250056189,0,0,0,0,0,0,0,0
250052957,0,0,0,0,0,0,0,0
250052744,0,0,0,0,0,0,0,0
250042632,0,0,0,0,0,0,0,0
250042521,0,0,0,0,0,0,0,0
250042329,0,0,0,0,0,0,0,0
250041781,0,0,0,0,0,0,0,0
250041564,0,0,0,0,0,0,0,0
250039931,0,0,0,0,0,0,0,0
250029862,0,0,0,0,0,0,0,0
250028705,0,0,0,0,0,0,0,0
250026229,0,0,0,0,0,0,0,0
250024795,0,0,0,0,0,0,0,0
250024448,0,0,0,0,0,0,0,0
250023551,0,0,0,0,0,0,0,0
250019346,0,0,0,0,0,0,0,0
250014636,0,0,0,0,0,0,0,0
250013058,0,0,0,0,0,0,0,0
250011668,0,0,0,0,0,0,0,0
250008901,0,0,0,0,0,0,0,0
250007075,0,0,0,0,0,0,0,0
250006998,0,0,0,0,0,0,0,0
1909868,0,0,0,0,0,0,0,0
1906768,0,0,0,0,0,0,0,0
1906553,0,0,0,0,0,0,0,0
103806,0,0,0,0,0,0,0,0
102153,0,0,0,0,0,0,0,0
250200307,0,0,0,0,0,0,0,0
250199913,0,0,0,0,0,0,0,0
250199902,0,0,0,0,0,0,0,0
250198122,0,0,0,0,0,0,0,0
250198120,0,0,0,0,0,0,0,0
250197958,0,0,0,0,0,0,0,0
250197800,0,0,0,0,0,0,0,0
250194557,0,0,0,0,0,0,0,0
250193442,0,0,0,0,0,0,0,0
250190378,0,0,0,0,0,0,0,0
250189107,0,0,0,0,0,0,0,0
250187793,0,0,0,0,0,0,0,0
250187320,0,0,0,0,0,0,0,0
250186123,0,0,0,0,0,0,0,0
250186116,0,0,0,0,0,0,0,0
250183510,0,0,0,0,0,0,0,0
250182794,0,0,0,0,0,0,0,0
250182606,0,0,0,0,0,0,0,0
250180810,0,0,0,0,0,0,0,0
250180309,0,0,0,0,0,0,0,0
250178067,0,0,0,0,0,0,0,0
250177879,0,0,0,0,0,0,0,0
250177597,0,0,0,0,0,0,0,0
250177333,0,0,0,0,0,0,0,0
250176491,0,0,0,0,0,0,0,0
250176187,0,0,0,0,0,0,0,0
250174737,0,0,0,0,0,0,0,0
250174602,0,0,0,0,0,0,0,0
250172594,0,0,0,0,0,0,0,0
250172227,0,0,0,0,0,0,0,0
250171667,0,0,0,0,0,0,0,0
250170137,0,0,0,0,0,0,0,0
250170117,0,0,0,0,0,0,0,0
250168996,0,0,0,0,0,0,0,0
250166680,0,0,0,0,0,0,0,0
250165236,0,0,0,0,0,0,0,0
250165221,0,0,0,0,0,0,0,0
250164004,0,0,0,0,0,0,0,0
250159294,0,0,0,0,0,0,0,0
250154458,0,0,0,0,0,0,0,0
250154309,0,0,0,0,0,0,0,0
250144964,0,0,0,0,0,0,0,0
250144288,0,0,0,0,0,0,0,0
250140936,0,0,0,0,0,0,0,0
250139036,0,0,0,0,0,0,0,0
250138999,0,0,0,0,0,0,0,0
250138626,0,0,0,0,0,0,0,0
250138623,0,0,0,0,0,0,0,0
250137395,0,0,0,0,0,0,0,0
250136445,0,0,0,0,0,0,0,0
250134952,0,0,0,0,0,0,0,0
250133903,0,0,0,0,0,0,0,0
250129343,0,0,0,0,0,0,0,0
250128391,0,0,0,0,0,0,0,0
250127024,0,0,0,0,0,0,0,0
250123020,0,0,0,0,0,0,0,0
250121329,0,0,0,0,0,0,0,0
250117491,0,0,0,0,0,0,0,0
250116759,0,0,0,0,0,0,0,0
250116699,0,0,0,0,0,0,0,0
250112513,0,0,0,0,0,0,0,0
250107509,0,0,0,0,0,0,0,0
250107089,0,0,0,0,0,0,0,0
250105890,0,0,0,0,0,0,0,0
250105681,0,0,0,0,0,0,0,0
250104128,0,0,0,0,0,0,0,0
250103561,0,0,0,0,0,0,0,0
250102417,0,0,0,0,0,0,0,0
250099399,0,0,0,0,0,0,0,0
250097935,0,0,0,0,0,0,0,0
