id_player,player_name,nationality,field_position,position,weight(kg),height(cm),age,id_team,player_image
250139207,Rico Lewis,England,Defender,UNKNOWN,,,19,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139207.jpg
250134304,Gabriel Martinelli,Brazil,Forward,WINGER,,,23,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134304.jpg
250127492,Kamil Piątkowski,Poland,Defender,UNKNOWN,,,24,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127492.jpg
250189363,Youngwoo Seol,Korea Republic,Defender,UNKNOWN,,,25,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250189363.jpg
250052554,Josip Mišić,Croatia,Midfielder,CENTRAL_MIDFIELDER,,,30,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250052554.jpg
250134856,Nico Schlotterbeck,Germany,Defender,UNKNOWN,,,24,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134856.jpg
250092668,Dávid Hancko,Slovakia,Defender,CENTRE_BACK,,,26,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250092668.jpg
250158901,Filip Panák,Czechia,Defender,,,,29,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250158901.jpg
250136465,Nuno Mendes,Portugal,Defender,FULL_BACK,,,22,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250136465.jpg
250014042,Callum McGregor,Scotland,Midfielder,WINGER,73.0,180.0,31,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250014042.jpg
250188474,Éderson,Brazil,Midfielder,UNKNOWN,,,25,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188474.jpg
250134536,Inbeom Hwang,Korea Republic,Midfielder,UNKNOWN,,,28,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134536.jpg
250112217,Angelo Stiller,Germany,Midfielder,,,,23,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112217.jpg
250101557,Morten Hjulmand,Denmark,Midfielder,CENTRAL_MIDFIELDER,,,25,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101557.jpg
250187672,Pedro Henrique,Brazil,Defender,UNKNOWN,,,22,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187672.jpg
250065419,Stefan Posch,Austria,Defender,CENTRE_BACK,,,27,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250065419.jpg
250025791,Benjamin André,France,Midfielder,CENTRAL_MIDFIELDER,,,34,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250025791.jpg
250014709,Marten de Roon,Netherlands,Midfielder,CENTRAL_MIDFIELDER,76.0,185.0,33,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250014709.jpg
250128120,Alphonso Davies,Canada,Midfielder,FULL_BACK,,,24,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128120.jpg
250163454,Piero Hincapie,Ecuador,Defender,UNKNOWN,,,22,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163454.jpg
250123695,Maxim De Cuyper,Belgium,Midfielder,FULL_BACK,,,23,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123695.jpg
250116734,Ladislav Krejčí,Czechia,Defender,WINGER,,,25,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250116734.jpg
250113001,Ryan Gravenberch,Netherlands,Midfielder,CENTRAL_MIDFIELDER,,,22,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113001.jpg
250102868,Jusuf Gazibegović,Bosnia and Herzegovina,Defender,UNKNOWN,,,24,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250102868.jpg
250122983,Pierre Kalulu,France,Defender,FULL_BACK,,,24,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250122983.jpg
250153945,Alvaro Carreras,Spain,Defender,UNKNOWN,,,21,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153945.jpg
250079545,Dayot Upamecano,France,Defender,CENTRE_BACK,83.0,185.0,26,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079545.jpg
250064444,Mykola Matviyenko,Ukraine,Defender,CENTRE_BACK,67.0,181.0,28,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064444.jpg
250055660,Jonathan Tah,Germany,Defender,CENTRE_BACK,92.0,192.0,28,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250055660.jpg
250077679,Timi Elšnik,Slovenia,Midfielder,UNKNOWN,,,26,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250077679.jpg
250064064,Marquinhos,Brazil,Defender,CENTRE_BACK,75.0,183.0,30,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064064.jpg
250132401,Kenny Lala,France,Defender,UNKNOWN,,,33,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132401.jpg
250121149,Emanuel Aiwu,Austria,Defender,UNKNOWN,,,23,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121149.jpg
250068808,Olivier Boscagli,France,Defender,CENTRE_BACK,68.0,181.0,26,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250068808.jpg
250051754,Willi Orbán,Hungary,Defender,CENTRE_BACK,,,32,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250051754.jpg
250053044,Brandon Mechele,Belgium,Defender,CENTRE_BACK,81.0,188.0,31,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250053044.jpg
250087118,Valeriy Bondar,Ukraine,Defender,CENTRE_BACK,,,25,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087118.jpg
250188247,Alexsandro,Brazil,Defender,UNKNOWN,,,25,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188247.jpg
250174126,Willian Pacho,Ecuador,Defender,,,,23,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174126.jpg
250131901,Gabriel,Brazil,Defender,CENTRE_BACK,,,26,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250131901.jpg
250130786,Martin Vitík,Czechia,Defender,CENTRE_BACK,,,21,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250130786.jpg
250127439,William Saliba,France,Defender,CENTRE_BACK,,,23,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127439.jpg
250076126,Theo Hernández,France,Defender,FULL_BACK,70.0,184.0,27,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076126.jpg
250131541,Cesar Blackman,Panama,Defender,,,,26,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250131541.jpg
250000679,Kévin Théophile-Catherine,France,Defender,FULL_BACK,85.0,183.0,35,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250000679.jpg
250158476,Nasser Djiga,Burkina Faso,Defender,UNKNOWN,,,21,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250158476.jpg
250135672,Soumaula Coulibaly,France,Defender,UNKNOWN,,,21,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135672.jpg
250017040,Nicolás Otamendi,Argentina,Defender,UNKNOWN,78.0,183.0,36,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250017040.jpg
250176201,Joel Ordoñez,Ecuador,Defender,UNKNOWN,,,20,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176201.jpg
250061721,Kenan Bajrić,Slovenia,Defender,CENTRE_BACK,,,29,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250061721.jpg
250121218,Jhon Lucumi,Colombia,Defender,CENTRE_BACK,,,26,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121218.jpg
250016616,Uroš Spajić,Serbia,Defender,CENTRE_BACK,,,31,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250016616.jpg
250171278,David Raya,Spain,Goalkeeper,UNKNOWN,,,29,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171278.jpg
102420,Péter Gulácsi,Hungary,Goalkeeper,GOALKEEPER,83.0,190.0,34,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/102420.jpg
250006714,Marco Bizot,Netherlands,Goalkeeper,GOALKEEPER,85.0,194.0,33,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250006714.jpg
250063980,Timon Wellenreuther,Germany,Goalkeeper,UNKNOWN,,186.0,28,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250063980.jpg
98078,Simon Mignolet,Belgium,Goalkeeper,GOALKEEPER,87.0,193.0,36,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/98078.jpg
250121017,Dmytro Riznyk,Ukraine,Goalkeeper,GOALKEEPER,,,25,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121017.jpg
250087102,Alexander Nübel,Germany,Goalkeeper,GOALKEEPER,85.0,193.0,28,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087102.jpg
250105818,Peter Vindahl,Denmark,Goalkeeper,UNKNOWN,,,26,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105818.jpg
250012069,Jan Oblak,Slovenia,Goalkeeper,GOALKEEPER,87.0,186.0,31,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250012069.jpg
250124006,Franco Israel,Uruguay,Goalkeeper,UNKNOWN,,,24,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124006.jpg
97746,Yann Sommer,Switzerland,Goalkeeper,GOALKEEPER,79.0,183.0,35,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/97746.jpg
250135068,Lucas Chevalier,France,Goalkeeper,GOALKEEPER,,,23,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250135068.jpg
250123304,Kjell Scherpen,Netherlands,Goalkeeper,GOALKEEPER,,,24,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250123304.jpg
250105612,Marco Carnesecchi,Italy,Goalkeeper,UNKNOWN,,,24,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250105612.jpg
250157134,Dominik Takáč,Slovakia,Goalkeeper,,,,25,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250157134.jpg
74954,Kasper Schmeichel,Denmark,Goalkeeper,GOALKEEPER,76.0,185.0,38,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/74954.jpg
250040573,Łukasz Skorupski,Poland,Goalkeeper,UNKNOWN,,187.0,33,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040573.jpg
250113444,Anatoliy Trubin,Ukraine,Goalkeeper,GOALKEEPER,,,23,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113444.jpg
250085475,Paulo Gazzaniga,Argentina,Goalkeeper,UNKNOWN,,,32,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250085475.jpg
250087938,Kai Havertz,Germany,Midfielder,STRIKER,,,25,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250087938.jpg
250172672,Alexis Mac Allister,Argentina,Midfielder,UNKNOWN,,,25,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250172672.jpg
250090766,Maximilian Mittelstädt,Germany,Defender,FULL_BACK,,,27,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250090766.jpg
250112978,Dmytro Kryskiv,Ukraine,Midfielder,,,,24,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112978.jpg
250188511,Anthony Rouault,France,Defender,UNKNOWN,,,23,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250188511.jpg
250091013,Ibrahima Konaté,France,Defender,CENTRE_BACK,,,25,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091013.jpg
250040471,Iñigo Martínez,Spain,Defender,CENTRE_BACK,75.0,181.0,33,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250040471.jpg
250023097,Remo Freuler,Switzerland,Midfielder,CENTRAL_MIDFIELDER,77.0,181.0,32,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250023097.jpg
250067630,Fikayo Tomori,England,Defender,CENTRE_BACK,,,26,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250067630.jpg
250079003,Kaan Kairinen,Finland,Midfielder,UNKNOWN,,,25,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250079003.jpg
250130406,Johan Bakayoko,Belgium,Forward,UNKNOWN,,,21,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250130406.jpg
250096954,Loïs Openda,Belgium,Forward,STRIKER,,,24,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096954.jpg
250119181,Georgiy Sudakov,Ukraine,Midfielder,ATTACKING_MIDFIELDER,,,22,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250119181.jpg
104733,Guram Kashia,Georgia,Defender,CENTRE_BACK,78.0,185.0,37,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/104733.jpg
250112122,Francisco Trincão,Portugal,Forward,STRIKER,,,24,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112122.jpg
250118964,Enzo Millot,France,Midfielder,,,,22,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118964.jpg
250132399,Youssouf Fofana,France,Midfielder,UNKNOWN,,,25,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132399.jpg
250169706,Daizen Maeda,Japan,Forward,UNKNOWN,,,27,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169706.jpg
250118504,Edon Zhegrova,Kosovo,Midfielder,WINGER,,,25,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250118504.jpg
250181680,Alistair Johnston,Canada,Defender,UNKNOWN,,,26,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250181680.jpg
250098471,Marko Tolić,Croatia,Midfielder,ATTACKING_MIDFIELDER,,,28,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250098471.jpg
250139445,Florian Wirtz,Germany,Midfielder,WINGER,,,21,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250139445.jpg
250042422,Alejandro Grimaldo,Spain,Defender,FULL_BACK,64.0,170.0,29,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042422.jpg
250005343,Luuk De Jong,Netherlands,Forward,STRIKER,80.0,188.0,34,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250005343.jpg
250137390,Zeno Debast,Belgium,Defender,,,,21,50149,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250137390.jpg
250064232,Davide Zappacosta,Italy,Defender,FULL_BACK,70.0,182.0,32,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064232.jpg
250169730,Vanderson,Brazil,Defender,UNKNOWN,,,23,50023,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169730.jpg
250153349,Oscar Gloukh,Israel,Midfielder,CENTRAL_MIDFIELDER,,,20,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153349.jpg
250101727,Quinten Timber,Netherlands,Midfielder,CENTRAL_MIDFIELDER,,,23,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101727.jpg
250013022,Tigran Barseghyan,Armenia,Midfielder,STRIKER,,,31,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250013022.jpg
250132407,Ludovic Ajorque,France,Forward,UNKNOWN,,,30,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250132407.jpg
250097909,Mehdi Taremi,Iran,Forward,STRIKER,,,32,50138,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250097909.jpg
250130234,William Bøving,Denmark,Midfielder,WINGER,,,21,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250130234.jpg
250125538,Dan Ndoye,Switzerland,Forward,WINGER,,,24,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250125538.jpg
250162325,Minjae Kim,Korea Republic,Defender,UNKNOWN,,,27,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250162325.jpg
250153849,Warren Zaïre-Emery,France,Midfielder,DEFENSIVE_MIDFIELDER,,,18,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250153849.jpg
250108215,David Strelec,Slovakia,Forward,STRIKER,,,23,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250108215.jpg
250128377,Jude Bellingham,England,Midfielder,,,,21,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250128377.jpg
250052469,Mohamed Salah,Egypt,Forward,WINGER,72.0,175.0,32,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250052469.jpg
250046522,Julian Brandt,Germany,Midfielder,WINGER,82.0,176.0,28,52758,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250046522.jpg
250161248,Sam Beukema,Netherlands,Defender,UNKNOWN,,,25,52969,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250161248.jpg
250085751,Sandro Lauper,Switzerland,Midfielder,CENTRE_BACK,,,28,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250085751.jpg
250177886,Igor Paixão,Brazil,Forward,UNKNOWN,,,24,52749,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250177886.jpg
250085369,Manuel Akanji,Switzerland,Defender,UNKNOWN,,187.0,29,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250085369.jpg
250176450,Lamine Yamal,Spain,Forward,UNKNOWN,,,17,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176450.jpg
250196709,Atakan Karazor,Türkiye,Midfielder,UNKNOWN,,,28,50107,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196709.jpg
250096698,Christian Pulišić,USA,Forward,UNKNOWN,69.0,172.0,26,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250096698.jpg
250056159,Qazim Laçi,Albania,Midfielder,CENTRAL_MIDFIELDER,80.0,176.0,28,50033,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250056159.jpg
250110734,Filip Ugrinic,Switzerland,Midfielder,,,,25,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250110734.jpg
250102866,Amadou Haidara,Mali,Midfielder,CENTRAL_MIDFIELDER,,,26,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250102866.jpg
250169764,Matteo Dams,Belgium,Defender,UNKNOWN,,,20,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250169764.jpg
250113211,Orkun Kökçü,Türkiye,Midfielder,ATTACKING_MIDFIELDER,,,23,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113211.jpg
250168990,Arnau Martínez,Spain,Defender,,,,21,2602798,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250168990.jpg
250134138,Bradley Barcola,France,Forward,UNKNOWN,,,22,52747,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250134138.jpg
250130414,Arne Engels,Belgium,Midfielder,WINGER,,,21,50050,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250130414.jpg
250103758,Erling Haaland,Norway,Forward,UNKNOWN,,,24,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250103758.jpg
250064252,Rade Krunić,Bosnia and Herzegovina,Midfielder,CENTRAL_MIDFIELDER,74.0,184.0,31,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064252.jpg
250042780,Mike Maignan,France,Goalkeeper,GOALKEEPER,80.0,187.0,29,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250042780.jpg
250124460,Christos Tzolis,Greece,Forward,WINGER,,,22,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250124460.jpg
250076357,Trent Alexander-Arnold,England,Defender,UNKNOWN,,,26,7889,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076357.jpg
250002096,Robert Lewandowski,Poland,Forward,STRIKER,78.0,184.0,36,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250002096.jpg
250089228,Rafael Leão,Portugal,Forward,STRIKER,,,25,50058,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250089228.jpg
250099180,Dušan Vlahović,Serbia,Forward,STRIKER,,,24,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099180.jpg
250028715,Berat Djimsiti,Albania,Defender,FULL_BACK,83.0,190.0,31,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250028715.jpg
250101284,Federico Valverde,Uruguay,Midfielder,UNKNOWN,,,26,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101284.jpg
250106709,Bafodé Diakité,France,Defender,UNKNOWN,,,23,75797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250106709.jpg
97923,Manuel Neuer,Germany,Goalkeeper,GOALKEEPER,92.0,193.0,38,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/97923.jpg
250112880,Raphinha,Brazil,Forward,WINGER,,,27,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250112880.jpg
250019498,Antoine Griezmann,France,Forward,STRIKER,67.0,176.0,33,50124,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250019498.jpg
250099671,Guus Til,Netherlands,Midfielder,CENTRAL_MIDFIELDER,,,26,50062,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099671.jpg
250041770,Serge Gnabry,Germany,Forward,WINGER,73.0,173.0,29,50037,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250041770.jpg
250091290,Mahdi Camara,France,Midfielder,UNKNOWN,,,26,2601306,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250091290.jpg
250064446,Oleksandr Zubkov,Ukraine,Midfielder,CENTRAL_MIDFIELDER,70.0,181.0,28,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250064446.jpg
250157930,Joel Monteiro,Switzerland,Forward,UNKNOWN,,,25,50031,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250157930.jpg
250167111,Mika Biereth,Denmark,Forward,UNKNOWN,,,21,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250167111.jpg
250146674,Kerem Aktürkoğlu,Türkiye,Forward,UNKNOWN,,,26,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250146674.jpg
250200228,Malick Yalcouye,Mali,Midfielder,,,,18,50111,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250200228.jpg
250121132,Danylo Ihnatenko,Ukraine,Midfielder,CENTRAL_MIDFIELDER,,,27,52797,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250121132.jpg
250140940,Martin Baturina,Croatia,Midfielder,ATTACKING_MIDFIELDER,,,21,50164,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250140940.jpg
250163623,Andrea Cambiaso,Italy,Defender,UNKNOWN,,,24,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163623.jpg
250187759,Eguinaldo,Brazil,Forward,UNKNOWN,,,20,52707,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250187759.jpg
250061027,Fredrik Aursnes,Norway,Midfielder,DEFENSIVE_MIDFIELDER,,,28,50147,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250061027.jpg
250101534,Phil Foden,England,Midfielder,UNKNOWN,,,24,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250101534.jpg
250099258,Ademola Lookman,Nigeria,Forward,WINGER,,,27,52816,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250099258.jpg
250196712,Silas,DR Congo,Forward,,,,26,50069,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250196712.jpg
250127111,Benjamin Šeško,Slovenia,Forward,UNKNOWN,,,21,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250127111.jpg
250171301,Karim Konaté,Ivory Coast,Forward,UNKNOWN,,,20,50030,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171301.jpg
250076574,Kylian Mbappé,France,Forward,STRIKER,67.0,178.0,25,50051,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250076574.jpg
250174822,Savinho,Brazil,Midfielder,,,,20,52919,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250174822.jpg
250086316,Thomas Partey,Ghana,Midfielder,DEFENSIVE_MIDFIELDER,73.0,185.0,31,52280,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250086316.jpg
250171055,Kenan Yıldız,Türkiye,Forward,UNKNOWN,,,19,50139,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250171055.jpg
250176453,Pau Cubarsí,Spain,Defender,UNKNOWN,,,17,50080,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250176453.jpg
250113276,Jeremie Frimpong,Netherlands,Defender,FULL_BACK,,,23,50109,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250113276.jpg
250163786,Joaquin Seys,Belgium,Defender,UNKNOWN,,,19,50043,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250163786.jpg
250058258,Benjamin Henrichs,Germany,Defender,UNKNOWN,77.0,183.0,27,2603790,https://img.uefa.com/imgml/TP/players/1/2025/324x324/250058258.jpg
